Structure: Item Name, Item ID
Clue scroll (elite) - Bow on the ground floor of the Legends' Guild, 19789
Smelly journal, 20798
Karamthulhu (unobtainable item), 6717
Divine super attack potion#(1), 23706
Raw anchovies, 321
Meeting notes, 5066
Pressure gauge, 271
Scribbled note, 21664
Karil's leatherskirt#Undamaged, 4738
Spell (unobtainable item)#Tele Group Waterbirth, 9115
Zanik (unobtainable item)#Land of the Goblins, 26595
Venenatis spiderling#Retro, 27648
Amulet of chemistry, 21163
Secateurs, 5329
Bluish key, 25803
Bagged plant 2, 8433
Bagged plant 1, 8431
Silver coffin#Closed, 25465
Torch#Unlit, 596
Diary (Witch's House), 2408
Gilded kiteshield, 3488
Elder chaos top (or), 27115
Bagged plant 3, 8435
Snow imp costume head#Reward, 21847
Polyelemental guardian stone, 26941
Blue dragonhide, 1751
Anchovy pizza#Half, 2299
Salve amulet(ei)#Emir's Arena, 26782
Grimy rogue's purse, 1533
Book of folklore, 5508
Raw batta, 2250
Purple partyhat, 1046
Tatty page#Day 3, 28396
Tatty page#Day 2, 28395
Enchanted bear, 524
Tatty page#Day 1, 28394
Hollow reed, 727
Purging staff, 29594
Dark acorn, 24733
Zealot's robe top, 25434
Tanzanite fang, 12922
Lava eel, 2149
Mind bomb (keg)#2 pints, 5797
Banner easel, 8394
Ghommal's avernic defender 6#Normal, 27552
Silver necklace#Dusted, 1797
Tatty page#Day 7, 28400
Tatty page#Day 6, 28399
Tatty page#Day 5, 28398
Tatty page#Day 4, 28397
Astral rune (Barbarian Assault), 11699
Fremennik grey shirt, 3769
Clue scroll (elite) - 25.48N 35.00E, 22000
Chaos rune (nz), 11712
Basic shadow torch schematic, 28378
Bronze kiteshield, 1189
Black key brown, 3461
Antifire mix#(2), 11505
Lesser magical balance, 8156
Divine super attack potion#(4), 23697
Clue scroll (beginner) - Cheer at Iffie Nitter, 23182
Weathervane pillar, 4434
Smouldering gland, 29587
Smoke nerve, 28452
Orange salamander claw, 29231
Druid pouch#Empty, 2957
Orange seedling#Watered, 5490
Enchanted egg, 7544
Reward token#Burgh de Rott Ramble (red), 10943
Monkey bonemeal, 4267
Sigil of the chef#Un-attuned, 26033
Isafdar painting, 8000
Jack lantern mask, 9920
Justiciar faceguard, 22326
Bone shortbow, 28794
Oak bench (flatpack), 8564
Lean snail, 3365
Sigil of rampart#Attuned, 29654
Stone ball#Green, 3113
Divine super attack potion#(2), 23703
Clue scroll (hard) - 01.24N 08.05W, 3562
Shayzien supply crate, 13563
Dark green pumpkin#Angry, 30287
Infused earth talisman, 28967
Infinity bottoms, 6924
Dinh's hammer, 22761
Spell (unobtainable item)#Teleother Lumbridge, 4553
Uncooked egg, 7076
Archer icon, 28298
Eye of newt pack, 12859
Rock (Mogre Camp), 7533
Frozen abyssal whip, 12774
Paste, 2424
Thanksgiving dinner, 12861
Panning tray (unobtainable item), 678
Dragon sq shield (cr), 28059
Burnt potato, 6699
Antifire mix#(1), 11507
Clue scroll (hard) - You will need to under-cook to solve this one, 2773
Barley seed, 5305
Arceuus banner, 20251
Divine super attack potion#(3), 23700
Void melee helm (or)#Normal, 26477
Demonic sigil, 6748
Enchanted beef, 522
Infernal chart, 8356
Yellow pentagon, 9608
Old notes (A Taste of Hope), 22410
Bandos armour ornament kit, 26717
Medium fur pouch#Open, 29468
Coffin#1, 7587
Ancient medallion, 22299
Divine magic potion#(4), 23745
Inversion potion, 23806
Steel spear#(p), 1255
Wooden shelves 3#Dishware, 8225
Kyatt top, 10037
Teak wardrobe (flatpack), 8618
Asgarnian hops, 5996
Hat of the eye#Blue, 26870
Volcanic abyssal whip, 12773
Skeleton lantern, 24327
Unfinished broad bolts, 11876
Divine magic potion#(3), 23748
Guthan's armour set, 12873
Weird gloop, 9593
Teak demon lectern (flatpack), 8542
Clue scroll (medium) - 11.18N 30.54E, 12053
Eagle cape, 10171
Bird nest (egg)#Red egg, 5070
Grapes, 1987
Draconic visage, 11286
Khazard teleport (tablet), 24957
Coffin#5, 7591
Flippers, 6666
Coffin#4, 7590
Attack mix#(1), 11431
Coffin#3, 7589
Coffin#2, 7588
Iron platebody (g), 12235
Mime top, 3058
Rift guardian#Soul, 20687
Melted easter egg, 26927
Spirit tree (Construction)#Christmas, 30495
Blood talisman, 1450
Teak magic wardrobe#Closed, 8042
Scrawled notes, 23773
Crystal bow#Inactive, 23985
Trailblazer reloaded adamant trophy, 28755
Topaz ring, 21087
Ghostly cloak, 6111
Tainted essence chunk, 28591
3rd age robe top (Last Man Standing), 20576
Music cape#Trimmed, 13222
Rune kiteshield (Saradomin), 8738
Spell (unobtainable item)#Fire Wave, 3321
Amulet of power (Last Man Standing), 20585
Rune staff of collection, 30609
Black dart#(p), 3094
Grand seed pod, 9469
Koriff's cowl#Normal, 26739
Bronze pickaxe, 1265
Dharok's greataxe#100, 4886
Snow leopard toy, 13217
Pointed blood'n'tar snelm, 3339
Lazy cat#Black, 6552
Gilded plateskirt, 3485
Liquid honey, 416
Fossil island note book, 21662
Green headband, 12307
Pumpkin (Construction)#Garden, 24979
Cooked moss lizard, 29077
Rift guardian#Fire, 20665
Raw bream, 29216
Bronze chainbody, 1103
Cannon ball (Between a Rock...), 4579
Apple tree seed, 5283
Smoked easter egg, 21225
Eldritch ashes, 27223
Mastaba key#South lever, 30309
Archaeologist's diary, 21629
Spell (unobtainable item)#Smoke Rush, 4629
Guthix armour set (lg), 13048
Saradomin's light, 13256
Ancient talisman, 681
Unfinished bowl (chocolate bomb, historical)#Plain, 2179
Cloth altar#Guthix, 8064
Corrupted spike, 23831
Partyhat &amp; specs, 12399
Clockwork suit#Unwound, 10595
Dragonbone necklace, 22111
Iron pick head, 482
Clue scroll (hard) - DO SAY MORE, 12576
Decapitated head#Brainless, 4197
Sigil of barrows#Un-attuned, 26009
Snake spine#Unpolished, 7860
Decorative helm (gold)#Locked, 24160
Graceful top (Hallowed)#Worn, 24751
Scarab dung, 27214
Zuriel's robe top (bh)#Activated, 27840
Newspaper (unobtainable item), 11169
Raw sea turtle, 395
Super magic potion#(3), 11727
Round shield (Construction)#Money, 8105
Spell (unobtainable item)#Paddewwa Teleport, 4631
Clue scroll (elite) - East of Burgh de Rott, 19785
Spirit anglers research notes, 25569
Beaver#Maple, 28231
Skewered chompy, 7230
Fighter torso (or)#Locked, 28069
Daeyalt shard, 24706
Clue scroll (elite) - Surround my bones in fire, ontop the wooden pyre, 19806
Opal necklace, 21090
Attacker icon#Vizier, 22346
Crystal legs (perfected), 23894
Mythical cape (mounted), 21913
Infernal axe (or)#Uncharged, 25371
Dwarven stout(m) (keg)#4 pints, 5857
Super magic potion#(4), 11726
Secret santa present#Green, 26320
Shattered banner, 26424
Forestry boots, 28175
Clue scroll (hard) - MOTHERBOARD, 12574
Iron trimmed set (lg), 12976
Light bow tie, 19985
Tip jar, 20634
Birthday cake (Mobile Anniversary), 24331
Diamond bauble#Blue, 6837
Clue scroll (elite) - Laugh in front of the gem store in Ardougne market, 19790
Crystal of cadarn, 23933
Adamant shield (h4), 7352
Goblin potion#(4), 26581
Sigil of the formidable fighter#Attuned, 25996
Dragon plateskirt (cr), 28063
Old note (Sins of the Father), 24682
Clue scroll (easy) - Talk to the barber in the Falador barber shop, 12183
Magma helm#Uncharged, 13198
Ivory comb, 9026
Bucket of saltwater, 4693
Mahogany bed (small, Mahogany Homes)#2, 24921
Mahogany bed (small, Mahogany Homes)#3, 24921
Witch cape, 27481
Steel torches#Lit, 8070
Mahogany bed (small, Mahogany Homes)#1, 24921
Crystal halberd#Inactive, 23989
Adamant shield (h5), 7358
Goblin potion#(3), 26583
Red monkey#Normal, 8946
Karamjan rum (banana), 3165
Banner (Guthix), 8660
Iron sickle, 3899
Library note, 28428
Schematics (Khorvak), 4577
Sturdy harness, 28149
Locust meat, 9052
Redeyes' bone, 26592
Yellow dye, 1765
Decorative armour (gold platebody)#Broken, 20485
Divine super combat potion#(4), 23685
Jade bolts, 9335
Adamant shield (h2), 7340
Silk dressing#(1), 27325
Goblin potion#(2), 26585
Mind bomb (keg)#1 pint, 5795
Dragon knife#(p+), 22808
Eternal boots (Last Man Standing), 23644
Divine super combat potion#(3), 23688
Animal skull, 671
Tin (Recruitment Drive)#Tin, 5595
Blessed spirit shield, 12831
Steel heraldic helm (Varrock), 8710
Silk dressing#(2), 27323
Adamant shield (h3), 7346
Square shield (Construction)#Zamorak, 8106
Goblin potion#(1), 26587
Smol heredit, 28960
Blessed ourg bones, 29374
Puzzle box#Troll, 3569
Invitation letter, 696
Void knight gloves#Broken, 20475
Clue scroll (hard) - 08.05S 15.56E, 3536
Ranged dolmen, 29546
Divine super combat potion#(2), 23691
Steel gauntlets, 778
Shark (My Arm's Big Adventure), 6969
Unidentified rare fossil, 21568
Unholy mould, 1594
Corrupted helm (attuned), 23841
Bp obj, 24941
Blue moon chestplate#Used, 29037
Scroll of imbuing, 26706
Dust rune, 4696
Iron platebody (t), 12225
Divine super combat potion#(1), 23694
Steel cage, 8371
Super def. mix#(2), 11497
Adamant shield (h1), 7334
Stolen family heirloom, 13437
Keris partisan of the sun, 27291
Abyssal tentacle (or), 26484
Divine magic potion#(2), 23751
Smiths trousers, 27025
Fishing trophy, 26
Graceful gloves#Inventory, 11858
Narnode's orders, 4005
Celestial globe, 8344
Yellow square, 9607
Graceful legs (Varlamore)#Inventory, 30054
Spinning plate, 4613
Attack mix#(2), 11429
Poisoned dagger (unobtainable item)#Poison, 1235
Armadyl rune armour set (lg), 13052
Divine magic potion#(1), 23754
Vyre noble vest (grey), 24830
Dni23 legs sashdots, 29762
Silver needle#Dusted, 1805
Steel kiteshield (Asgarnia), 8748
Damp tinderbox, 4073
Moonlight mead (keg)#3 pints, 5815
Clue scroll (hard) - O BIRDZ A ZANY EN PC, 7272
Cheese (cookout), 26625
Secret santa present#Gold, 26324
Overload (-)#(4), 20988
Fire feather, 1583
Beaver#Redwood, 28234
Big frog leg#Unpolished, 7908
Mirror (Tombs of Amascut), 27296
Eel sushi, 10971
Collection bag#Level 5, 10525
Team-24 cape, 4361
Collection bag#Level 4, 10524
Kitchen table (flatpack), 8528
Collection bag#Level 3, 10523
Collection bag#Level 2, 10522
Collection bag#Level 1, 10521
Snow imp costume tail#Reward, 21853
Box bauble#Pink, 6833
Overload (-)#(3), 20987
Collector icon#Big moustache, 22313
Floor decoration#Tropical wood, 8370
Rune kiteshield (Skull), 8740
Magnet (The Fremennik Trials), 3718
Poisoned egg, 10535
Chef's delight (barrel), 8244
Bulging sack, 21874
Cauldron of water, 22681
Mind altar teleport (tablet), 19617
Overload (-)#(2), 20986
Alco-chunks, 3270
Camo bottoms, 6655
Old boot, 685
Beach boxing gloves#Yellow, 11705
Overload (-)#(1), 20985
Emerald dragon bolts, 21965
Medium fossilised skull, 21588
Blue moon helm#Broken, 29064
Construct. hood, 9791
Decorative full helm (gold)#Locked, 25176
Abyssal whip (My Arm's Big Adventure), 4178
Jar of dirt, 12007
Decorative armour (gold platelegs)#Locked, 24159
Red circle, 9597
Braindeath 'rum', 7157
Worn key, 6084
Samurai gloves, 20041
Red hot sauce, 4610
Cabbage (unobtainable item)#Twisted League points negative, 24426
Mithril javelin#Poison++, 5651
Symbol (big book of bangs)#Brimstone, 3233
Fuse (The Great Brain Robbery), 10884
Adamant heraldic helm (Guthix), 22169
Plain satchel, 10877
Autumn garden (interface item), 10854
Clue nest (hard), 19716
Wimpy feather, 11525
Yellow boots, 2914
Torn robe (bottom), 6789
Bank key#5th, 13306
Shoe (interface item)#Elven, ashen, male, 26658
Fremennik brown cloak, 3761
S.t.a.s.h chart, 25611
Ruby key (Misthalin Mystery)#Halloween, 20767
Adamant defender#Normal, 8849
Warrior helm, 3753
Ornate undead combat dummy#Kalphite, 25154
Burnt fish (sardine), 369
Damaged soul bearer, 19636
Marigolds (Construction)#Big, 8214
Giant seaweed, 21504
Dark bow#Regular, 11235
Maple bird house, 22192
Infernal pickaxe (or) (Trailblazer Reloaded)#Uncharged, 30346
Crystal bow (i)#6/10, 11753
Clue scroll (medium) - Beckon in the Shayzien Combat Ring, 19776
Uncut ruby, 1619
Coin pouch#Hero, 22537
Meaty easter egg, 21221
Sigil of arcane swiftness#Attuned, 29678
Shattered relic hunter (t3) armour set, 26560
Juniper charcoal, 13570
Golden bowl#Blessed water, 725
Bludgeon spine, 13274
Clue scroll (easy) - Laugh at the crossroads south of the Sinclair Mansion, 10226
Blue thread, 3719
Blood moon chestplate#Broken, 29067
Dragon dart#(unp), 11230
20th anniversary necklace, 25332
Code key, 30316
Swamp paste (Dragon Slayer II), 22095
Rune full helm, 1163
Iron spear#(p+), 5706
Demonic sigil mould, 6747
Bones, 526
Marble altar#Zamorak, 8067
Dragonstone bolts, 9341
Dragon armour set (lg), 21882
Crystal shield (historical)#7/10, 4228
Ornate banner stand#Shattered Relics, 25356
Zen theme, 20644
Gilded throne, 8360
Beige pumpkin#Sad, 30245
Premade ch' crunch, 2239
Little nightmare#Nightmare, 24491
Amulet of defence (t), 23309
Team-37 cape, 4387
Adamant dagger#(unp), 1211
Burnt pizza, 2305
Imcando hammer#Broken, 25633
Limestone attack stone, 8154
Raw wild kebbit, 29104
Abyssal whip, 4151
Wizard's mind bomb, 1907
Creature keeper's journal, 20886
Guthix robe legs, 10466
Curtains#Christmas, 8323
Vial, 229
Wooden crate#Open, 8148
Bolt mould, 9434
Blade of saeldor#Charged, 23995
Koriff's headband#Locked, 26738
Picket fence, 8200
Mist battlestaff, 20730
Mahogany eagle (flatpack), 8544
Black halberd, 3196
Dni23 legs patterned, 29768
Mithril knife#(p++), 5664
Araxyte head, 29788
Twisted horns, 24466
Bronze knife#(unp), 864
Teak drawers (Mahogany Homes), 24928
Assembler max cape#Locked, 24135
Dni23 legs patchedskirt, 29772
Beautiful yellow pansy seed, 27039
Antique lamp (Karamja Diary)#Medium, 11139
Damaged book (Armadyl), 12609
Elite black full helm, 29560
Magic secateurs (nz), 11711
Blood quartz, 28268
Coconut milk, 5935
Papyrus (unobtainable item), 972
Bluebells#Big, 8212
Slayer task/Cave horrors, 8900
Iron key, 2945
Square shield (Construction)#Fairy, 8106
Bellator ring, 28316
Ancient writings, 21670
Steel axe, 1353
Stuffed big harpoonfish, 25561
Crazed scribbles, 24049
Graceful top (Arceuus)#Worn, 13584
Clue scroll (elite) - Jump for joy at the Neitiznot rune rock, 12074
Graceful top (Agility Arena)#Worn, 21069
Falconer's glove#No Falcon, 10023
Odium ward, 11926
Mithril pickaxe (nz), 11720
Magic fang, 12932
Topiary bush#Vorkath, 20638
Remnant of zebak, 27380
Cooked kyatt, 29152
Teak shelves 1#Utensils, 8228
Dark infinity hat, 12457
Bird nest (ring), 5074
Shayzien supply platebody (2), 13547
Bone shard (Shilo Village), 604
Servery pie shell, 13401
Spell (unobtainable item)#Blood Barrage, 4650
Yellow bead, 1472
4-poster, 8036
Spell (unobtainable item)#Smoke Burst, 4635
Asgarnian ale (keg)#4 pints, 5785
Twisted steel trophy, 24380
Clan wars cape#Goatee, 12660
Spicy easter egg, 21220
Oak lectern (flatpack), 8534
Shayzien supply platebody (4), 13557
Diving helmet, 21722
Karamjan monkey (item), 24862
Dragon scale dust, 241
Mage's book, 6889
Shayzien supply platebody (3), 13552
Sigil of specialised strikes#Un-attuned, 26060
Ranger hat#Normal, 10550
Ogre ribs#Unpolished, 7842
Gold elegant legs, 12349
Abyssal dagger#(unp), 13265
Blackstone fragment#Glowing, 28356
Infernal cape#Broken, 21287
Team-17 cape, 4347
Corrupted twisted bow, 28540
Bone dagger#(p++), 8878
Yellow egg, 10534
Kite shield (Construction)#Dorgeshuun, 8107
Clue scroll (medium, map 2), 2829
Raw karambwan, 3142
Archery ticket, 1464
Small oven#Empty, 8219
Origami balloon#Black, 9942
Mahogany table, 8120
Clue scroll (easy) - Speak to Rusty north of Falador, 12187
Asgarnian ale (keg)#2 pints, 5781
Slayer tome#Blue, 7788
Tome of fire (Last Man Standing), 27358
Kite shield (Construction)#Fairy, 8107
Grey navy slacks, 8997
Sigil of the treasure hunter#Attuned, 26050
Black staff of collection, 30603
Shayzien supply platebody (1), 13542
Forestry basket#Closed, 28143
Green marionette (torso), 6879
Saradomin crozier, 10440
Essence pack#Stardust, 25535
Guthix staff, 2416
Goading potion#(1), 30146
Silver speedrun trophy, 27420
Cleaning cloth, 3188
Mithril kiteshield, 1197
Firepit, 8216
Sigil of revoked limitation#Un-attuned, 29652
Skeletal gloves, 6153
Coin pouch#Menaphite thug, 22534
Bananas#(5), 5416
Star bauble#Red, 6824
Fire cape#Locked, 24223
Fishlike thing#Incorrect, 6206
Sticky leaf, 28979
Abyssal protector, 26901
Ornate top, 23097
Tzkal slayer helmet (i)#Nightmare Zone, 25912
Clue scroll (elite) - Shrug in the Shayzien war tent, 19788
Rejuvenation potion (unf), 20697
Collection log (iron), 30581
Ensouled scorpion head#Item, 13460
Adventurer's top (t1), 27388
Dragon arrow#(p+), 11228
Apples#(5), 5386
Shayzien supply platebody (5), 13562
Teak treasure chest (flatpack), 9863
Super def. mix#(1), 11499
Goading potion#(3), 30140
Herb bowl (animation item), 797
Werewolf bone#Unpolished, 7866
Decorative armour (ranged top)#Locked, 24166
Round shield (Construction)#Zamorak, 8105
Bananas#(3), 5412
Mind bomb(m) (keg)#4 pints, 5881
Scurry, 28801
Eggnog, 27563
Monkey bones, 3183
Thank you note, 28435
Worms, 10515
Rabbit bone#Unpolished, 7896
Goading potion#(2), 30143
Guthan's chainskirt#(broken), 4926
Maple stock, 9448
Wristbands of the arena#Broken, 26696
Adventurer's top (t2), 27396
Keris partisan of breaching, 25981
Apples#(4), 5384
Green banner, 13328
Scrawled note (Monkey Madness II), 19511
Bananas#(4), 5414
Castlewars cloak (Saradomin), 4514
Adventurer's top (t3), 27404
Spiked/pois. egg, 10536
Elder chaos robes ornament kit, 27113
Clue scroll (elite) - 02.37N 27.09W, 29855
Severed leg (The General's Shadow), 10857
Fancy rejuvenation pool#Frozen, 20642
Rocnar, 8305
Hitpoints cape#Untrimmed, 9768
Chaotic handegg, 22361
Guthix rest#(3), 4419
Apples#(3), 5382
Super restore mix#(2), 11493
Crystal body (Trahaearn)#Active, 27733
Mud, 4490
Rocking chair (flatpack), 8500
Dharok's platelegs#(broken), 4902
Unusual armour, 2386
Yew shortbow (u), 68
Bandosian components, 26394
Guthix rest#(4), 4417
Dark green pumpkin#Shocked, 30289
Verac's flail#100, 4982
Apples#(2), 5380
Papyrus, 970
A special tiara, 9103
Goading potion#(4), 30137
Notes (Misthalin Mystery - 2)#Halloween, 20771
Dragon knife (animation item)#Poisoned, 22814
Super restore mix#(1), 11495
Corrupted kiteshield, 20846
Bone in vinegar#Ram skull, 7819
Choc-ice, 6794
Iron fire arrow#Unlit, 2532
Fishing tome#Yellow, 7780
Apples#(1), 5378
Steel kiteshield (Horse), 8760
Chompy bird hat (expert), 2991
Steel hasta#(unp), 11371
Twisted relic hunter (t3) armour set, 24475
Medium map (item), 8005
Jade necklace, 21093
Logs and kindling, 21869
Morrigan's throwing axe (bh)#Activated, 27912
Costume needle, 29920
Mind bomb(m) (keg)#2 pints, 5877
Broken egg, 24544
Guthix rest#(2), 4421
Unfinished batta (fruit, historical)#Lime + Orange, 2269
Guthix rest#(1), 4423
Clue scroll (hard) - 02.48N 08.05E, 12558
Pot of tea (porcelain)#2 cups, 7708
Spell (unobtainable item)#High Level Alchemy, 3303
Tarromin tar, 10144
Runner boots, 10552
Canopic jar (The Curse of Arrav)#Oil and berries, 30313
Coins, 995
Soft clay, 1761
Servery pineapple pizza, 13412
Coin pouch#Pollnivnian bandit, 22532
Iorwerth's message, 3207
Clue scroll (hard) - 23.03N 02.01E, 12556
Tai bwo wannai teleport, 12409
Contract of forfeit breath, 30822
Carved oak magic wardrobe#Open, 9830
Platinum token, 13204
Cube part#Red square, 3069
Black full helm (g), 2595
Clue scroll (hard) - 00.00N 07.13W, 3560
Red flowers (Trouble Brewing), 8938
Bowl, 1923
Red elegant legs, 10406
Gold candlesticks#lit, 8072
Zamorak coif, 10374
Black demon mask, 20026
Ancient casket, 23071
Ghostly robe (top), 6107
Yellow pumpkin (2024 Halloween event)#Shocked, 30192
Eathram &amp; rada extract, 13526
Trailblazer iron trophy, 25052
Bullseye lantern (unf), 4544
Red pumpkin (2024 Halloween event)#Angry, 30208
Potatoes#1, 5420
Steel knife#(p), 872
Potatoes#4, 5426
Ancient remnant, 27381
Potatoes#5, 5428
Potatoes#2, 5422
20th anniversary gloves, 25330
